,Disk2Angle,DeltaEECable
273,0.8115781021773589,-5.920451690973971
274,0.8203047484373306,-5.938537322040405
275,0.8290313946973022,-5.956292556692434
276,0.8377580409572739,-5.9737160428001985
277,0.8464846872172456,-5.990806453497775
278,0.8552113334772172,-6.007562487284218
279,0.8639379797371889,-6.023982868122683
280,0.8726646259971605,-6.0400663455375945
281,0.8813912722571322,-6.0558116947098775
282,0.8901179185171039,-6.071217716570233
283,0.8988445647770755,-6.086283237890447
284,0.9075712110370472,-6.101007111372743
285,0.9162978572970188,-6.11538821573715
286,0.9250245035569905,-6.129425455806896
287,0.9337511498169622,-6.143117762591796
288,0.9424777960769338,-6.156464093369678
289,0.9512044423369055,-6.169463431765784
290,0.9599310885968771,-6.182114787830164
291,0.9686577348568488,-6.1944171981130705
292,0.9773843811168205,-6.206369725738332
293,0.9861110273767921,-6.217971460474693
294,0.9948376736367638,-6.229221518805135
295,1.0035643198967354,-6.240119043994161
296,1.012290966156707,-6.250663206153034
297,1.0210176124166785,-6.260853202302986
298,1.02974425867665,-6.270688256436353
299,1.0384709049366216,-6.280167619575689
300,1.0471975511965932,-6.289290569830788
301,1.0559241974565647,-6.298056412453668
302,1.0646508437165363,-6.306464479891476
303,1.0733774899765078,-6.314514131837321
304,1.0821041362364794,-6.322204755279042
305,1.090830782496451,-6.329535764545891
306,1.0995574287564225,-6.336506601353127
307,1.108284075016394,-6.343116734844539
308,1.1170107212763656,-6.34936566163287
309,1.1257373675363371,-6.3552529058381495
310,1.1344640137963087,-6.36077801912394
311,1.1431906600562802,-6.365940580731474
312,1.1519173063162518,-6.370740197511694
313,1.1606439525762233,-6.375176503955203
314,1.1693705988361949,-6.379249162220088
315,1.1780972450961664,-6.382957862157653
316,1.186823891356138,-6.386302321336043
317,1.1955505376161095,-6.3892822850617375
318,1.204277183876081,-6.391897526398967
319,1.2130038301360526,-6.394147846186975
320,1.2217304763960242,-6.396033073055197
321,1.2304571226559957,-6.397553063436309
322,1.2391837689159673,-6.398707701577157
323,1.2479104151759388,-6.3994968995475805
324,1.2566370614359104,-6.3999205972470925
325,1.265363707695882,-6.399978762409479
326,1.2740903539558535,-6.399671390605233
327,1.282817000215825,-6.398998505241909
328,1.2915436464757966,-6.397960157562332
329,1.300270292735768,-6.3965564266407
330,1.3089969389957397,-6.394787419376556
331,1.3177235852557112,-6.392653270486653
332,1.3264502315156828,-6.390154142494689
333,1.3351768777756543,-6.387290225718939
334,1.3439035240356259,-6.384061738257753
335,1.3526301702955974,-6.380468925972949
336,1.361356816555569,-6.376512062471095
337,1.3700834628155405,-6.372191449082665
338,1.378810109075512,-6.367507414839098
339,1.3875367553354836,-6.362460316447736
340,1.3962634015954551,-6.3570505382646605
341,1.4049900478554267,-6.351278492265427
342,1.4137166941153982,-6.345144618013684
343,1.4224433403753698,-6.338649382627706
344,1.4311699866353413,-6.331793280744812
345,1.439896632895313,-6.324576834483707
346,1.4486232791552844,-6.317000593404716
347,1.457349925415256,-6.309065134467923
348,1.4660765716752275,-6.300771061989256
349,1.474803217935199,-6.292119007594442
350,1.4835298641951706,-6.283109630170923
351,1.4922565104551422,-6.27374361581767
352,1.5009831567151137,-6.26402167779294
353,1.5097098029750853,-6.253944556459949
354,1.5184364492350568,-6.243513019230505
355,1.5271630954950284,-6.2327278605065555
356,1.535889741755,-6.221589901619694
357,1.5446163880149715,-6.210099990768612
358,1.553343034274943,-6.198259002954504
359,1.5620696805349146,-6.186067839914436
360,1.5707963267948861,-6.173527430052678
